MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,YearBuilt,RoofStyle,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,2ndFlrSF,GrLivArea,HalfBath,KitchenQual,Fireplaces,GarageType,GarageFinish,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,SaleType,SaleCondition,SalePrice,Age,RemodAge,DateSold,TotalBath
ExpensiveZone,60.0,6960,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,4,1970,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,Other,250,864,Others,Y,SBrkr,0,864,0,Gd,0,CheapGarage,Unf,2,Y,96,0,CheapType,Others,120500,39,39,2009-11-01,1
ExpensiveZone,69.0,21695,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1988,ExpensiveRoofStyle,MiddleExterior,BrkFace,260.0,Gd,CheapFoundation,Gd,No,GLQ,72,880,Ex,Y,SBrkr,0,1680,0,Gd,1,ExpensiveGarage,Fin,2,Y,292,44,CheapType,Others,222000,21,2,2009-12-01,3
ExpensiveZone,64.0,7314,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,2007,CheapRoofStyle,ExpensiveExterior,Stone,82.0,Gd,ExpensiveFoundation,Gd,Yes,GLQ,508,1232,Ex,Y,SBrkr,0,1232,0,Gd,0,ExpensiveGarage,RFn,2,Y,132,0,CheapType,Others,194500,2,2,2009-02-01,3
ExpensiveZone,85.0,11475,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,CheapType,MiddleStyle,5,1958,CheapRoofStyle,ExpensiveExterior,BrkFace,95.0,TA,CheapFoundation,TA,No,Other,1584,1584,Others,Y,SBrkr,0,1776,0,TA,0,CheapGarage,Unf,3,Y,0,25,CheapType,Others,110000,51,51,2009-07-01,3
MiddleZone,52.0,6240,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,4,1925,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,628,780,Others,Y,Other,0,1208,0,TA,0,CheapGarage,Unf,2,Y,0,23,CheapType,Others,103000,84,59,2009-01-01,1
ExpensiveZone,39.0,5389,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,8,1995,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,No,GLQ,415,1595,Ex,Y,SBrkr,0,1616,0,Gd,1,ExpensiveGarage,RFn,2,Y,237,152,CheapType,Others,236500,15,14,2010-03-01,3
ExpensiveZone,73.0,9590,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,2003,CheapRoofStyle,ExpensiveExterior,BrkFace,442.0,Gd,ExpensiveFoundation,Ex,Yes,GLQ,82,868,Ex,Y,SBrkr,0,1146,0,Gd,1,ExpensiveGarage,Fin,2,Y,160,22,CheapType,Others,187500,4,4,2007-05-01,3
ExpensiveZone,75.0,11404,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,1998,CheapRoofStyle,ExpensiveExterior,BrkFace,202.0,Gd,ExpensiveFoundation,Gd,Yes,Other,901,1153,Ex,Y,SBrkr,878,2031,1,Gd,1,ExpensiveGarage,Fin,2,Y,192,84,CheapType,Others,222500,10,9,2008-07-01,2
ExpensiveZone,80.0,10000,Regular,CheapConfig,CheapNeighborhood,CheapCondition,ExpensiveType,MiddleStyle,5,1961,ExpensiveRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,Other,270,864,Ex,Y,SBrkr,0,1144,0,TA,1,ExpensiveGarage,RFn,1,Y,165,0,CheapType,Others,131400,48,26,2009-03-01,2
ExpensiveZone,69.0,8978,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1968,CheapRoofStyle,MiddleExterior,None,0.0,TA,ExpensiveFoundation,TA,No,Other,948,948,Others,Y,SBrkr,0,948,0,TA,0,ExpensiveGarage,Unf,1,Y,147,0,CheapType,Others,108000,39,39,2007-05-01,1
MiddleZone,60.0,10800,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,1914,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,Gd,Yes,Other,490,880,Others,N,SBrkr,888,1768,1,TA,2,CheapGarage,Unf,2,Other,0,341,CheapType,Others,163000,92,36,2006-10-01,1
ExpensiveZone,60.0,8544,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,CheapType,MiddleStyle,3,1950,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,Yes,Other,0,0,Others,N,Other,0,1040,0,TA,0,CheapGarage,Unf,2,Y,0,0,CheapType,Others,93500,56,56,2006-07-01,2
ExpensiveZone,72.0,10463,Irregular,ExpensiveConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,8,2005,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,No,Other,893,893,Ex,Y,SBrkr,900,1801,1,Gd,1,ExpensiveGarage,Fin,3,Y,0,116,CheapType,Others,239900,1,1,2006-06-01,2
ExpensiveZone,60.0,10800,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,CheapType,MiddleStyle,5,1987,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,Gd,Yes,GLQ,0,1200,Others,Y,SBrkr,0,1200,0,TA,0,CheapGarage,NoGarage,0,Y,120,0,CheapType,Others,179000,22,21,2009-03-01,6
ExpensiveZone,65.0,9313,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,2004,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,No,Other,864,864,Ex,Y,SBrkr,864,1728,1,Gd,0,ExpensiveGarage,RFn,2,Y,187,56,CheapType,Others,190000,5,5,2009-04-01,2
MiddleZone,60.0,9600,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,5,1910,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,Other,264,264,Ex,Y,SBrkr,664,1432,0,TA,0,CheapGarage,Unf,2,Y,270,0,CheapType,Others,132000,97,5,2007-05-01,2
ExpensiveZone,65.0,6768,Irregular,CheapConfig,CheapNeighborhood,CheapCondition,ExpensiveType,MiddleStyle,6,1961,ExpensiveRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,Yes,GLQ,80,912,Others,Y,SBrkr,0,912,0,Gd,0,CheapGarage,Unf,1,Y,168,0,CheapType,Others,142000,47,12,2008-05-01,2
ExpensiveZone,65.0,8450,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,2000,CheapRoofStyle,ExpensiveExterior,BrkFace,108.0,TA,ExpensiveFoundation,Gd,No,Other,1349,1349,Ex,Y,SBrkr,0,1349,0,TA,0,ExpensiveGarage,Unf,2,Y,120,55,CheapType,Others,179000,7,6,2007-12-01,2
ExpensiveZone,70.0,12886,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1963,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,Gd,Yes,Other,76,520,Ex,Y,SBrkr,0,1464,0,TA,1,ExpensiveGarage,RFn,2,Y,302,0,CheapType,Others,175000,46,10,2009-10-01,2
ExpensiveZone,41.0,5395,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,8,1993,CheapRoofStyle,MiddleExterior,None,0.0,Gd,ExpensiveFoundation,Gd,No,GLQ,604,1337,Others,Y,SBrkr,0,1337,0,Gd,1,ExpensiveGarage,RFn,2,Y,96,0,CheapType,Others,180000,15,15,2008-10-01,3
ExpensiveZone,69.0,8963,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,8,1976,ExpensiveRoofStyle,ExpensiveExterior,BrkFace,289.0,Ex,CheapFoundation,TA,No,GLQ,487,1142,Ex,Y,SBrkr,1540,2715,1,Gd,2,ExpensiveGarage,Fin,2,Y,0,204,CheapType,Others,299800,32,12,2008-07-01,3
ExpensiveZone,69.0,8795,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,2000,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,No,GLQ,652,952,Ex,Y,SBrkr,1276,2256,1,Gd,1,ExpensiveGarage,Fin,2,Y,224,54,CheapType,Others,236000,9,9,2009-04-01,2
MiddleZone,65.0,11700,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,1880,ExpensiveRoofStyle,MiddleExterior,None,0.0,Gd,ExpensiveFoundation,TA,No,Other,1240,1240,Others,N,SBrkr,1320,2640,1,Gd,1,CheapGarage,Unf,4,Other,181,0,CheapType,Others,265979,129,6,2009-05-01,1
ExpensiveZone,59.0,10593,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,1996,ExpensiveRoofStyle,ExpensiveExterior,BrkFace,338.0,Gd,ExpensiveFoundation,Gd,No,GLQ,801,1720,Ex,Y,SBrkr,0,1720,0,Gd,1,ExpensiveGarage,Fin,2,Y,240,56,CheapType,Others,260400,14,14,2010-03-01,3
ExpensiveZone,50.0,8405,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,4,1945,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,Yes,Other,0,0,Others,N,Other,441,1529,0,TA,0,CheapGarage,Unf,1,Other,92,0,CheapType,Others,98000,64,59,2009-04-01,2
MiddleZone,55.0,8800,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,4,1910,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,576,576,Others,Y,SBrkr,348,1140,0,TA,0,CheapGarage,NoGarage,0,Other,0,160,CheapType,Others,96500,100,6,2010-06-01,1
ExpensiveZone,69.0,7750,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,2003,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,No,Other,660,660,Ex,Y,SBrkr,660,1320,1,Gd,0,ExpensiveGarage,Fin,2,Y,0,48,CheapType,Others,162000,4,4,2007-08-01,2
ExpensiveZone,79.0,9236,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1997,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,ExpensiveFoundation,Gd,Yes,GLQ,279,1479,Ex,Y,SBrkr,0,1494,0,Gd,0,ExpensiveGarage,RFn,2,Y,168,27,CheapType,Others,217000,9,9,2006-07-01,3
ExpensiveZone,80.0,10240,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,8,2005,CheapRoofStyle,ExpensiveExterior,BrkFace,178.0,Gd,ExpensiveFoundation,Gd,Yes,Other,1030,1030,Others,Y,SBrkr,1060,2098,1,Ex,1,ExpensiveGarage,RFn,3,Y,192,52,CheapType,Others,275500,1,1,2006-03-01,2
ExpensiveZone,61.0,7930,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1969,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,GLQ,115,1026,Others,Y,SBrkr,0,1026,0,Gd,0,CheapGarage,RFn,2,Y,171,48,CheapType,Others,156000,40,4,2009-07-01,2
ExpensiveZone,34.0,3230,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,1999,CheapRoofStyle,CheapExterior,BrkFace,894.0,TA,ExpensiveFoundation,Gd,No,GLQ,348,729,Others,Y,SBrkr,729,1471,1,TA,0,CheapGarage,Unf,2,Y,0,24,CheapType,Others,172500,10,10,2009-03-01,2
ExpensiveZone,68.0,10769,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,8,2007,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,Yes,GLQ,846,866,Ex,Y,SBrkr,902,1768,1,Gd,0,ExpensiveGarage,RFn,2,Y,144,105,CheapType,Others,212000,2,2,2009-04-01,2
ExpensiveZone,69.0,11616,Irregular,ExpensiveConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,1978,ExpensiveRoofStyle,MiddleExterior,None,328.0,TA,CheapFoundation,TA,Yes,Other,234,672,Others,Y,SBrkr,714,1386,1,TA,1,ExpensiveGarage,Fin,2,Y,335,0,CheapType,Others,158900,32,32,2010-04-01,2
ExpensiveZone,24.0,2280,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,CheapType,ExpensiveStyle,7,1999,CheapRoofStyle,CheapExterior,BrkFace,360.0,TA,ExpensiveFoundation,Gd,No,Other,195,744,Others,Y,SBrkr,744,1501,1,TA,0,CheapGarage,Unf,2,Y,0,0,CheapType,Others,179400,9,9,2008-08-01,2
ExpensiveZone,65.0,12257,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,8,1995,CheapRoofStyle,ExpensiveExterior,BrkFace,513.0,Gd,ExpensiveFoundation,Gd,Yes,Other,1198,1318,Ex,Y,SBrkr,1203,2531,1,Gd,1,ExpensiveGarage,RFn,3,Y,222,98,CheapType,Others,290000,12,12,2007-11-01,2
ExpensiveZone,70.0,9100,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1959,ExpensiveRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,252,864,Ex,Y,SBrkr,0,864,0,TA,0,CheapGarage,Unf,1,Y,0,0,CheapType,Others,127500,50,50,2009-10-01,1
MiddleZone,60.0,6911,Regular,CheapConfig,CheapNeighborhood,CheapCondition,ExpensiveType,MiddleStyle,5,1924,CheapRoofStyle,CheapExterior,None,0.0,TA,ExpensiveFoundation,TA,Yes,Other,740,1145,Others,Y,SBrkr,0,1301,0,Fa,0,CheapGarage,Unf,2,Y,0,0,CheapType,Others,100000,85,59,2009-10-01,1
ExpensiveZone,72.0,8640,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,2009,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,ExpensiveFoundation,Gd,Yes,GLQ,732,756,Ex,Y,SBrkr,783,1547,1,Gd,0,ExpensiveGarage,Unf,2,Y,169,45,ExpensiveType,Others,215200,1,1,2010-06-01,2
ExpensiveZone,82.0,9430,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,8,1999,CheapRoofStyle,ExpensiveExterior,BrkFace,673.0,Gd,ExpensiveFoundation,Gd,Yes,GLQ,89,1252,Ex,Y,SBrkr,1097,2365,1,Gd,1,ExpensiveGarage,RFn,3,Y,0,128,CheapType,Others,337000,10,10,2009-07-01,3
ExpensiveZone,30.0,9549,Irregular,ExpensiveConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,8,1995,ExpensiveRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,Yes,Other,0,1494,Ex,Y,SBrkr,0,1494,1,Ex,1,ExpensiveGarage,Fin,2,Y,0,30,CheapType,Others,270000,11,10,2006-04-01,2
ExpensiveZone,75.0,14587,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,9,2008,CheapRoofStyle,ExpensiveExterior,Stone,284.0,Gd,ExpensiveFoundation,Gd,No,Other,1498,1498,Ex,Y,SBrkr,0,1506,0,Ex,1,ExpensiveGarage,Fin,2,Y,0,174,ExpensiveType,Partial,264132,0,0,2008-08-01,2
ExpensiveZone,80.0,10421,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,1988,CheapRoofStyle,MiddleExterior,BrkFace,42.0,TA,CheapFoundation,Gd,No,GLQ,586,980,Others,Y,SBrkr,734,1714,1,TA,1,ExpensiveGarage,Unf,2,Y,228,66,CheapType,Others,196500,22,22,2010-03-01,2
ExpensiveZone,75.0,12508,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,6,1940,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,CheapFoundation,Gd,Yes,Other,323,983,Ex,Y,SBrkr,767,1750,0,TA,0,ExpensiveGarage,Unf,1,Y,245,0,CheapType,Others,160000,68,23,2008-07-01,3
ExpensiveZone,70.0,9100,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,2004,ExpensiveRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,No,GLQ,1836,1860,Ex,Y,SBrkr,0,1836,0,Gd,1,ExpensiveGarage,Fin,2,Y,120,33,CheapType,Others,216837,2,1,2006-10-01,2
ExpensiveZone,47.0,53504,Irregular,ExpensiveConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,8,2003,ExpensiveRoofStyle,MiddleExterior,BrkFace,603.0,Ex,ExpensiveFoundation,Gd,Yes,Other,234,1650,Ex,Y,SBrkr,1589,3279,1,Ex,1,ExpensiveGarage,Fin,3,Y,503,36,CheapType,Others,538000,7,7,2010-06-01,4
ExpensiveZone,69.0,7252,Irregular,ExpensiveConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,5,1982,ExpensiveRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,Gd,Yes,GLQ,173,858,Others,Y,SBrkr,0,858,0,TA,0,CheapGarage,Unf,2,Y,120,0,CheapType,Others,134900,27,27,2009-04-01,2
ExpensiveZone,67.0,8877,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,4,1951,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,0,836,Others,Y,Other,0,1220,0,TA,0,CheapGarage,Unf,2,Y,0,0,CheapType,Others,102000,55,55,2006-04-01,1
ExpensiveZone,94.0,7819,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1976,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,Yes,Other,480,1029,Others,Y,SBrkr,0,1117,0,TA,1,CheapGarage,Unf,2,Y,144,0,CheapType,Others,107000,34,34,2010-03-01,2
ExpensiveZone,70.0,10150,Regular,CheapConfig,CheapNeighborhood,CheapCondition,ExpensiveType,MiddleStyle,5,1958,CheapRoofStyle,CheapExterior,None,1.0,TA,CheapFoundation,TA,No,Other,456,912,Ex,Y,Other,0,912,0,TA,0,ExpensiveGarage,RFn,1,Y,0,0,CheapType,Others,114500,49,49,2007-07-01,1
ExpensiveZone,110.0,14226,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,8,2006,ExpensiveRoofStyle,ExpensiveExterior,BrkFace,375.0,Gd,ExpensiveFoundation,Gd,Yes,Other,1935,1935,Others,Y,SBrkr,0,1973,0,Gd,1,ExpensiveGarage,Fin,3,Y,315,45,ExpensiveType,Partial,395000,1,1,2007-07-01,2
MiddleZone,32.0,4500,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1998,ExpensiveRoofStyle,ExpensiveExterior,BrkFace,320.0,TA,ExpensiveFoundation,Ex,No,GLQ,338,1204,Ex,Y,SBrkr,0,1204,0,TA,0,ExpensiveGarage,Fin,2,Y,0,247,CheapType,Others,162000,11,11,2009-06-01,3
ExpensiveZone,86.0,11210,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,2005,CheapRoofStyle,ExpensiveExterior,BrkFace,240.0,Gd,ExpensiveFoundation,Gd,Yes,GLQ,1594,1614,Ex,Y,SBrkr,0,1614,0,Gd,0,ExpensiveGarage,RFn,3,Y,144,59,ExpensiveType,Partial,221500,1,0,2006-07-01,2
ExpensiveZone,100.0,13350,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1974,ExpensiveRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,Other,102,864,Others,Y,SBrkr,0,894,0,TA,1,ExpensiveGarage,Unf,2,Y,241,0,CheapType,Others,142500,32,32,2006-06-01,2
MiddleZone,60.0,8400,Regular,CheapConfig,MiddleNeighborhood,CheapCondition,CheapType,MiddleStyle,5,1977,CheapRoofStyle,MiddleExterior,BrkFace,320.0,TA,CheapFoundation,TA,Yes,Other,0,0,Others,Y,SBrkr,0,2020,0,TA,2,CheapGarage,Unf,2,Y,0,0,CheapType,Others,144000,30,30,2007-10-01,2
ExpensiveZone,78.0,10530,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,CheapType,CheapStyle,6,1977,CheapRoofStyle,ExpensiveExterior,BrkFace,90.0,TA,CheapFoundation,Gd,Yes,GLQ,0,975,Others,Y,SBrkr,0,1004,0,TA,0,ExpensiveGarage,Unf,2,Y,0,0,CheapType,Others,135000,29,29,2006-05-01,2
ExpensiveZone,63.0,7875,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,1995,CheapRoofStyle,MiddleExterior,BrkFace,38.0,TA,ExpensiveFoundation,Gd,No,Other,1237,1237,Others,Y,SBrkr,0,1253,0,TA,1,ExpensiveGarage,Fin,2,Y,220,21,CheapType,Others,176000,12,11,2007-06-01,2
ExpensiveZone,65.0,7153,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,1992,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,No,Other,374,761,Ex,Y,SBrkr,793,1603,1,Gd,0,ExpensiveGarage,RFn,2,Y,0,124,CheapType,Others,175900,14,14,2006-07-01,2
ExpensiveZone,67.0,16285,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,2001,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,No,Other,1413,1413,Ex,Y,SBrkr,0,1430,0,Gd,0,ExpensiveGarage,RFn,2,Y,0,33,CheapType,Others,187100,8,7,2009-06-01,2
ExpensiveZone,69.0,9101,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,5,1978,CheapRoofStyle,MiddleExterior,BrkFace,104.0,TA,ExpensiveFoundation,Gd,Yes,GLQ,0,1097,Ex,Y,SBrkr,0,1110,0,Gd,1,ExpensiveGarage,Fin,2,Y,303,30,CheapType,Others,165500,31,31,2009-07-01,2
MiddleZone,35.0,6300,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1914,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,Other,742,742,Ex,Y,SBrkr,742,1484,0,TA,1,CheapGarage,NoGarage,0,Y,0,291,CheapType,Others,128000,94,7,2008-06-01,2
ExpensiveZone,69.0,9790,Regular,CheapConfig,MiddleNeighborhood,CheapCondition,ExpensiveType,MiddleStyle,6,1967,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,491,1372,Others,Y,SBrkr,0,1342,0,TA,1,ExpensiveGarage,Unf,2,Y,0,0,CheapType,Others,161500,42,42,2009-09-01,2
MiddleZone,60.0,10800,Regular,CheapConfig,CheapNeighborhood,CheapCondition,ExpensiveType,CheapStyle,5,1915,CheapRoofStyle,CheapExterior,None,0.0,TA,ExpensiveFoundation,TA,No,Other,0,686,Others,Y,SBrkr,686,1652,0,TA,0,CheapGarage,Unf,1,Y,0,0,CheapType,Others,139000,95,60,2010-06-01,3
ExpensiveZone,76.0,10142,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,2004,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,No,GLQ,300,956,Ex,Y,SBrkr,1128,2084,1,Gd,0,ExpensiveGarage,RFn,2,Y,0,45,CheapType,Others,233000,6,6,2010-01-01,3
MiddleZone,50.0,6000,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,4,1954,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,901,901,Ex,Y,SBrkr,0,901,0,TA,0,CheapGarage,Unf,1,Y,0,0,CheapType,Others,107900,54,8,2008-08-01,1
ExpensiveZone,69.0,12205,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,1966,CheapRoofStyle,MiddleExterior,BrkFace,157.0,TA,CheapFoundation,TA,Yes,Other,264,832,Others,Y,SBrkr,1111,2087,1,Gd,0,ExpensiveGarage,Fin,2,Y,133,168,CheapType,Others,187500,41,0,2007-07-01,2
ExpensiveZone,43.0,3182,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,2005,CheapRoofStyle,ExpensiveExterior,BrkFace,11.0,Gd,ExpensiveFoundation,Gd,No,GLQ,1129,1145,Ex,Y,SBrkr,0,1145,0,Gd,1,ExpensiveGarage,Fin,2,Y,100,16,CheapType,Others,160200,4,3,2009-09-01,2
ExpensiveZone,69.0,11333,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1976,CheapRoofStyle,MiddleExterior,None,0.0,TA,ExpensiveFoundation,Gd,Yes,Other,490,1029,Others,Y,SBrkr,0,1062,0,TA,2,ExpensiveGarage,RFn,2,Y,120,0,CheapType,Others,146800,31,31,2007-05-01,2
ExpensiveZone,92.0,9920,Irregular,ExpensiveConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,1996,CheapRoofStyle,CheapExterior,None,0.0,Gd,ExpensiveFoundation,Gd,Yes,GLQ,255,1117,Ex,Y,SBrkr,886,2013,1,TA,1,ExpensiveGarage,Unf,2,Y,180,130,CheapType,Others,269790,11,10,2007-06-01,3
ExpensiveZone,76.0,9158,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,8,2007,CheapRoofStyle,ExpensiveExterior,Stone,140.0,Gd,ExpensiveFoundation,Gd,Yes,Other,1496,1496,Ex,Y,SBrkr,0,1496,0,Gd,0,ExpensiveGarage,Fin,2,Y,168,130,ExpensiveType,Partial,225000,0,0,2007-06-01,2
ExpensiveZone,69.0,10832,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,1994,CheapRoofStyle,CheapExterior,None,0.0,Gd,ExpensiveFoundation,Gd,No,Other,712,712,Ex,Y,SBrkr,809,1895,1,Gd,1,ExpensiveGarage,Fin,2,Y,143,46,CheapType,Others,194500,14,12,2008-10-01,2
